Index	Action Index	Error	Time	Library ID	Well Position	Script Class	Script Function	Active Script	Action	Comment	Parameter Name	Parameter Value	Message	
21259	1800	False	04/18/2025 18:34:18.567	7258	[1]	WashDispensingTip	subprotocol_write_log	ASMain,WashDispensingTip	Comment	WashDispensingTip WashVolumeCleaner: 1000.0	Input : Comment	WashDispensingTip WashVolumeCleaner: 1000.0		
21260	1800	False	04/18/2025 18:34:18.567	7258	[1]	WashDispensingTip	subprotocol_write_log	ASMain,WashDispensingTip	Comment	WashDispensingTip WashVolumeCleaner: 1000.0				
21261	1801	False	04/18/2025 18:34:18.568	7258	[1]	WashDispensingTip	subprotocol_write_log	ASMain,WashDispensingTip	Comment	WashDispensingTip WashVolumeDrain: 1000.0				
21262	1801	False	04/18/2025 18:34:18.568	7258	[1]	WashDispensingTip	subprotocol_write_log	ASMain,WashDispensingTip	Comment	WashDispensingTip WashVolumeDrain: 1000.0	Input : Comment	WashDispensingTip WashVolumeDrain: 1000.0		
21263	1801	False	04/18/2025 18:34:18.568	7258	[1]	WashDispensingTip	subprotocol_write_log	ASMain,WashDispensingTip	Comment	WashDispensingTip WashVolumeDrain: 1000.0				
21264	1802	False	04/18/2025 18:34:18.575	7258	[1]	WashDispensingTip	Execute	ASMain,WashDispensingTip	Read Global Variable Data	1Tip_ArmResource				
21265	1802	False	04/18/2025 18:34:18.575	7258	[1]	WashDispensingTip	Execute	ASMain,WashDispensingTip	Read Global Variable Data	1Tip_ArmResource	Input : GlobalVariableType	String		
21266	1802	False	04/18/2025 18:34:18.575	7258	[1]	WashDispensingTip	Execute	ASMain,WashDispensingTip	Read Global Variable Data	1Tip_ArmResource	Input : GlobalVariableName	1Tip_ArmResource		
21267	1802	False	04/18/2025 18:34:18.575	7258	[1]	WashDispensingTip	Execute	ASMain,WashDispensingTip	Read Global Variable Data	1Tip_ArmResource				
21268	1802	False	04/18/2025 18:34:18.575	7258	[1]	WashDispensingTip	Execute	ASMain,WashDispensingTip	Read Global Variable Data	1Tip_ArmResource	Output : GlobalVariableStringValue	Arm - Single Tip		
21269	1803	False	04/18/2025 18:34:18.576	7258	[1]	WashDispensingTip	Execute	ASMain,WashDispensingTip	Read Global Variable Data	ETip_ArmResource				
21270	1803	False	04/18/2025 18:34:18.576	7258	[1]	WashDispensingTip	Execute	ASMain,WashDispensingTip	Read Global Variable Data	ETip_ArmResource	Input : GlobalVariableType	String		
21271	1803	False	04/18/2025 18:34:18.576	7258	[1]	WashDispensingTip	Execute	ASMain,WashDispensingTip	Read Global Variable Data	ETip_ArmResource	Input : GlobalVariableName	ETip_ArmResource		
21272	1803	False	04/18/2025 18:34:18.576	7258	[1]	WashDispensingTip	Execute	ASMain,WashDispensingTip	Read Global Variable Data	ETip_ArmResource				
21273	1803	False	04/18/2025 18:34:18.576	7258	[1]	WashDispensingTip	Execute	ASMain,WashDispensingTip	Read Global Variable Data	ETip_ArmResource	Output : GlobalVariableStringValue	Arm - Extendable Single Tip		
21274	1804	False	04/18/2025 18:34:18.577	7258	[1]	MoveInactiveArmsHome	subprotocol_write_log	ASMain,WashDispensingTip,MoveInactiveArmsHome	Comment	Entry variables (input)  				
21275	1804	False	04/18/2025 18:34:18.577	7258	[1]	MoveInactiveArmsHome	subprotocol_write_log	ASMain,WashDispensingTip,MoveInactiveArmsHome	Comment	Entry variables (input)  	Input : Comment	Entry variables (input)  		
21276	1804	False	04/18/2025 18:34:18.577	7258	[1]	MoveInactiveArmsHome	subprotocol_write_log	ASMain,WashDispensingTip,MoveInactiveArmsHome	Comment	Entry variables (input)  				
21277	1805	False	04/18/2025 18:34:18.578	7258	[1]	WashDispensingTip	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Comment	Begin If Statement if ArmTipDispense == SingleTipArm:				
21278	1805	False	04/18/2025 18:34:18.578	7258	[1]	WashDispensingTip	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Comment	Begin If Statement if ArmTipDispense == SingleTipArm:	Input : Comment	Begin If Statement if ArmTipDispense == SingleTipArm:		
21279	1805	False	04/18/2025 18:34:18.578	7258	[1]	WashDispensingTip	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Comment	Begin If Statement if ArmTipDispense == SingleTipArm:				
21280	1806	False	04/18/2025 18:34:18.578	7258	[1]	MoveInactiveArmsHome	subprotocol_write_log	ASMain,WashDispensingTip,MoveInactiveArmsHome	Comment	MoveInactiveArmsHome ArmResource: Arm - Single Tip				
21281	1806	False	04/18/2025 18:34:18.578	7258	[1]	MoveInactiveArmsHome	subprotocol_write_log	ASMain,WashDispensingTip,MoveInactiveArmsHome	Comment	MoveInactiveArmsHome ArmResource: Arm - Single Tip	Input : Comment	MoveInactiveArmsHome ArmResource: Arm - Single Tip		
21282	1806	False	04/18/2025 18:34:18.578	7258	[1]	MoveInactiveArmsHome	subprotocol_write_log	ASMain,WashDispensingTip,MoveInactiveArmsHome	Comment	MoveInactiveArmsHome ArmResource: Arm - Single Tip				
21283	1807	False	04/18/2025 18:34:18.579	7258	[1]	WashDispensingTip	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	1Tip_WashSubstrate				
21284	1807	False	04/18/2025 18:34:18.579	7258	[1]	WashDispensingTip	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	1Tip_WashSubstrate	Input : GlobalVariableType	String		
21285	1807	False	04/18/2025 18:34:18.579	7258	[1]	WashDispensingTip	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	1Tip_WashSubstrate	Input : GlobalVariableName	1Tip_WashSubstrate		
21286	1807	False	04/18/2025 18:34:18.579	7258	[1]	WashDispensingTip	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	1Tip_WashSubstrate				
21287	1807	False	04/18/2025 18:34:18.579	7258	[1]	WashDispensingTip	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	1Tip_WashSubstrate	Output : GlobalVariableStringValue	Wash		
21288	1808	False	04/18/2025 18:34:18.580	7258	[1]	MoveInactiveArmsHome	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	VPG_ArmResource				
21289	1808	False	04/18/2025 18:34:18.580	7258	[1]	MoveInactiveArmsHome	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	VPG_ArmResource	Input : GlobalVariableType	String		
21290	1808	False	04/18/2025 18:34:18.580	7258	[1]	MoveInactiveArmsHome	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	VPG_ArmResource	Input : GlobalVariableName	VPG_ArmResource		
21291	1808	False	04/18/2025 18:34:18.580	7258	[1]	MoveInactiveArmsHome	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	VPG_ArmResource				
21292	1808	False	04/18/2025 18:34:18.580	7258	[1]	MoveInactiveArmsHome	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	VPG_ArmResource	Output : GlobalVariableStringValue	Arm - Vial Plate Gripper		
21293	1809	False	04/18/2025 18:34:18.580	7258	[1]	WashDispensingTip	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	1Tip_DrainPosition				
21294	1809	False	04/18/2025 18:34:18.580	7258	[1]	WashDispensingTip	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	1Tip_DrainPosition	Input : GlobalVariableType	String		
21295	1809	False	04/18/2025 18:34:18.580	7258	[1]	WashDispensingTip	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	1Tip_DrainPosition	Input : GlobalVariableName	1Tip_DrainPosition		
21296	1809	False	04/18/2025 18:34:18.580	7258	[1]	WashDispensingTip	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	1Tip_DrainPosition				
21297	1809	False	04/18/2025 18:34:18.580	7258	[1]	WashDispensingTip	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	1Tip_DrainPosition	Output : GlobalVariableStringValue	Drain		
21298	1810	False	04/18/2025 18:34:18.581	7258	[1]	MoveInactiveArmsHome	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	pH_ArmResource_1Channel				
21299	1810	False	04/18/2025 18:34:18.581	7258	[1]	MoveInactiveArmsHome	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	pH_ArmResource_1Channel	Input : GlobalVariableType	String		
21300	1810	False	04/18/2025 18:34:18.581	7258	[1]	MoveInactiveArmsHome	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	pH_ArmResource_1Channel	Input : GlobalVariableName	pH_ArmResource_1Channel		
21301	1811	False	04/18/2025 18:34:18.581	7258	[1]	WashDispensingTip	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	1Tip_CleanerPosition				
21302	1811	False	04/18/2025 18:34:18.581	7258	[1]	WashDispensingTip	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	1Tip_CleanerPosition	Input : GlobalVariableType	String		
21303	1811	False	04/18/2025 18:34:18.581	7258	[1]	WashDispensingTip	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	1Tip_CleanerPosition	Input : GlobalVariableName	1Tip_CleanerPosition		
21304	1811	False	04/18/2025 18:34:18.581	7258	[1]	MoveInactiveArmsHome	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	pH_ArmResource_1Channel				
21305	1811	False	04/18/2025 18:34:18.581	7258	[1]	MoveInactiveArmsHome	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	pH_ArmResource_1Channel	Output : GlobalVariableStringValue	Arm - pH Probe		
21306	1811	False	04/18/2025 18:34:18.581	7258	[1]	WashDispensingTip	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	1Tip_CleanerPosition				
21307	1811	False	04/18/2025 18:34:18.581	7258	[1]	WashDispensingTip	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	1Tip_CleanerPosition	Output : GlobalVariableStringValue	Clean		
21308	1812	False	04/18/2025 18:34:18.583	7258	[1]	WashDispensingTip	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	1Tip_ValveDelay				
21309	1812	False	04/18/2025 18:34:18.583	7258	[1]	WashDispensingTip	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	1Tip_ValveDelay	Input : GlobalVariableType	Decimal		
21310	1812	False	04/18/2025 18:34:18.583	7258	[1]	WashDispensingTip	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	1Tip_ValveDelay	Input : GlobalVariableName	1Tip_ValveDelay		
21311	1813	False	04/18/2025 18:34:18.583	7258	[1]	MoveInactiveArmsHome	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	1Tip_ArmResource				
21312	1813	False	04/18/2025 18:34:18.583	7258	[1]	MoveInactiveArmsHome	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	1Tip_ArmResource	Input : GlobalVariableType	String		
21313	1813	False	04/18/2025 18:34:18.583	7258	[1]	MoveInactiveArmsHome	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	1Tip_ArmResource	Input : GlobalVariableName	1Tip_ArmResource		
21314	1813	False	04/18/2025 18:34:18.583	7258	[1]	WashDispensingTip	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	1Tip_ValveDelay				
21315	1813	False	04/18/2025 18:34:18.583	7258	[1]	WashDispensingTip	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	1Tip_ValveDelay	Output : GlobalVariableDoubleValue	100		
21316	1813	False	04/18/2025 18:34:18.583	7258	[1]	MoveInactiveArmsHome	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	1Tip_ArmResource				
21317	1813	False	04/18/2025 18:34:18.583	7258	[1]	MoveInactiveArmsHome	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	1Tip_ArmResource	Output : GlobalVariableStringValue	Arm - Single Tip		
21318	1814	False	04/18/2025 18:34:18.584	7258	[1]	WashDispensingTip	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	1Tip_SyringeResolution				
21319	1814	False	04/18/2025 18:34:18.584	7258	[1]	WashDispensingTip	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	1Tip_SyringeResolution	Input : GlobalVariableType	Decimal		
21320	1814	False	04/18/2025 18:34:18.584	7258	[1]	WashDispensingTip	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	1Tip_SyringeResolution	Input : GlobalVariableName	1Tip_SyringeResolution		
21321	1815	False	04/18/2025 18:34:18.584	7258	[1]	MoveInactiveArmsHome	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	ETip_ArmResource				
21322	1815	False	04/18/2025 18:34:18.584	7258	[1]	MoveInactiveArmsHome	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	ETip_ArmResource	Input : GlobalVariableType	String		
21323	1815	False	04/18/2025 18:34:18.584	7258	[1]	MoveInactiveArmsHome	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	ETip_ArmResource	Input : GlobalVariableName	ETip_ArmResource		
21324	1815	False	04/18/2025 18:34:18.584	7258	[1]	WashDispensingTip	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	1Tip_SyringeResolution				
21325	1815	False	04/18/2025 18:34:18.584	7258	[1]	WashDispensingTip	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	1Tip_SyringeResolution	Output : GlobalVariableDoubleValue	2		
21326	1815	False	04/18/2025 18:34:18.584	7258	[1]	MoveInactiveArmsHome	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	ETip_ArmResource				
21327	1815	False	04/18/2025 18:34:18.584	7258	[1]	MoveInactiveArmsHome	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	ETip_ArmResource	Output : GlobalVariableStringValue	Arm - Extendable Single Tip		
21328	1816	False	04/18/2025 18:34:18.586	7258	[1]	WashDispensingTip	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	1Tip_ExtenderResource				
21329	1816	False	04/18/2025 18:34:18.586	7258	[1]	WashDispensingTip	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	1Tip_ExtenderResource	Input : GlobalVariableType	String		
21330	1816	False	04/18/2025 18:34:18.586	7258	[1]	WashDispensingTip	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	1Tip_ExtenderResource	Input : GlobalVariableName	1Tip_ExtenderResource		
21331	1816	False	04/18/2025 18:34:18.586	7258	[1]	WashDispensingTip	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	1Tip_ExtenderResource				
21332	1816	False	04/18/2025 18:34:18.586	7258	[1]	WashDispensingTip	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	1Tip_ExtenderResource	Output : GlobalVariableStringValue			
21333	1817	False	04/18/2025 18:34:18.586	7258	[1]	MoveInactiveArmsHome	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	4Tip_ArmResource				
21334	1817	False	04/18/2025 18:34:18.586	7258	[1]	MoveInactiveArmsHome	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	4Tip_ArmResource	Input : GlobalVariableType	String		
21335	1817	False	04/18/2025 18:34:18.586	7258	[1]	MoveInactiveArmsHome	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	4Tip_ArmResource	Input : GlobalVariableName	4Tip_ArmResource		
21336	1817	False	04/18/2025 18:34:18.586	7258	[1]	MoveInactiveArmsHome	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	4Tip_ArmResource				
21337	1817	False	04/18/2025 18:34:18.586	7258	[1]	MoveInactiveArmsHome	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	4Tip_ArmResource	Output : GlobalVariableStringValue	Arm - 4-Tip		
21338	1818	False	04/18/2025 18:34:18.587	7258	[1]	WashDispensingTip	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	1Tip_SafetyClearanceMillimeters				
21339	1818	False	04/18/2025 18:34:18.587	7258	[1]	WashDispensingTip	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	1Tip_SafetyClearanceMillimeters	Input : GlobalVariableType	Decimal		
21340	1818	False	04/18/2025 18:34:18.587	7258	[1]	WashDispensingTip	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	1Tip_SafetyClearanceMillimeters	Input : GlobalVariableName	1Tip_SafetyClearanceMillimeters		
21341	1818	False	04/18/2025 18:34:18.587	7258	[1]	WashDispensingTip	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	1Tip_SafetyClearanceMillimeters				
21342	1818	False	04/18/2025 18:34:18.587	7258	[1]	WashDispensingTip	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	1Tip_SafetyClearanceMillimeters	Output : GlobalVariableDoubleValue	5		
21343	1819	False	04/18/2025 18:34:18.587	7258	[1]	MoveInactiveArmsHome	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	6Tip_ArmResource				
21344	1819	False	04/18/2025 18:34:18.587	7258	[1]	MoveInactiveArmsHome	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	6Tip_ArmResource	Input : GlobalVariableType	String		
21345	1819	False	04/18/2025 18:34:18.587	7258	[1]	MoveInactiveArmsHome	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	6Tip_ArmResource	Input : GlobalVariableName	6Tip_ArmResource		
21346	1819	False	04/18/2025 18:34:18.587	7258	[1]	MoveInactiveArmsHome	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	6Tip_ArmResource				
21347	1819	False	04/18/2025 18:34:18.587	7258	[1]	MoveInactiveArmsHome	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	6Tip_ArmResource	Output : GlobalVariableStringValue			
21348	1820	False	04/18/2025 18:34:18.589	7258	[1]	MoveInactiveArmsHome	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	8Tip_ArmResource				
21349	1820	False	04/18/2025 18:34:18.589	7258	[1]	MoveInactiveArmsHome	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	8Tip_ArmResource	Input : GlobalVariableType	String		
21350	1820	False	04/18/2025 18:34:18.589	7258	[1]	MoveInactiveArmsHome	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	8Tip_ArmResource	Input : GlobalVariableName	8Tip_ArmResource		
21351	1820	False	04/18/2025 18:34:18.589	7258	[1]	MoveInactiveArmsHome	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	8Tip_ArmResource				
21352	1820	False	04/18/2025 18:34:18.589	7258	[1]	MoveInactiveArmsHome	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	8Tip_ArmResource	Output : GlobalVariableStringValue	Arm - 8-Tip		
21353	1821	False	04/18/2025 18:34:18.589	7258	[1]	WashDispensingTip	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Get Substrate Properties	Z Heights for Wash Substrate				
21354	1821	False	04/18/2025 18:34:18.589	7258	[1]	WashDispensingTip	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Get Substrate Properties	Z Heights for Wash Substrate	Input : Substrate	Wash		
21355	1821	False	04/18/2025 18:34:18.589	7258	[1]	WashDispensingTip	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Get Substrate Properties	Z Heights for Wash Substrate	Input : Units			
21356	1822	False	04/18/2025 18:34:18.590	7258	[1]	MoveInactiveArmsHome	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	H6Tip_ArmResource				
21357	1822	False	04/18/2025 18:34:18.590	7258	[1]	MoveInactiveArmsHome	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	H6Tip_ArmResource	Input : GlobalVariableType	String		
21358	1822	False	04/18/2025 18:34:18.590	7258	[1]	MoveInactiveArmsHome	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	H6Tip_ArmResource	Input : GlobalVariableName	H6Tip_ArmResource		
21359	1822	False	04/18/2025 18:34:18.590	7258	[1]	MoveInactiveArmsHome	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	H6Tip_ArmResource				
21360	1822	False	04/18/2025 18:34:18.590	7258	[1]	MoveInactiveArmsHome	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	H6Tip_ArmResource	Output : GlobalVariableStringValue			
21361	1823	False	04/18/2025 18:34:18.592	7258	[1]	MoveInactiveArmsHome	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	H4Tip_ArmResource				
21362	1823	False	04/18/2025 18:34:18.592	7258	[1]	MoveInactiveArmsHome	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	H4Tip_ArmResource	Input : GlobalVariableType	String		
21363	1823	False	04/18/2025 18:34:18.592	7258	[1]	MoveInactiveArmsHome	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	H4Tip_ArmResource	Input : GlobalVariableName	H4Tip_ArmResource		
21364	1823	False	04/18/2025 18:34:18.592	7258	[1]	MoveInactiveArmsHome	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	H4Tip_ArmResource				
21365	1823	False	04/18/2025 18:34:18.592	7258	[1]	MoveInactiveArmsHome	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Read Global Variable Data	H4Tip_ArmResource	Output : GlobalVariableStringValue			
21366	1824	False	04/18/2025 18:34:18.602	7258	[1]	MoveInactiveArmsHome	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Get Colliding Arm Names					
21367	1824	False	04/18/2025 18:34:18.602	7258	[1]	MoveInactiveArmsHome	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Get Colliding Arm Names		Input : Available Resources	CM3 Robot		
21368	1824	False	04/18/2025 18:34:18.602	7258	[1]	MoveInactiveArmsHome	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Get Colliding Arm Names		Input : Index	1		
21369	1824	False	04/18/2025 18:34:18.602	7258	[1]	MoveInactiveArmsHome	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Get Colliding Arm Names		Input : ArmResource	Arm - Single Tip		
21370	1824	False	04/18/2025 18:34:18.604	7258	[1]	WashDispensingTip	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Get Substrate Properties	Z Heights for Wash Substrate				
21371	1824	False	04/18/2025 18:34:18.604	7258	[1]	WashDispensingTip	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Get Substrate Properties	Z Heights for Wash Substrate	Output : Well Area	1		
21372	1824	False	04/18/2025 18:34:18.604	7258	[1]	WashDispensingTip	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Get Substrate Properties	Z Heights for Wash Substrate	Output : Columns	1		
21373	1824	False	04/18/2025 18:34:18.604	7258	[1]	WashDispensingTip	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Get Substrate Properties	Z Heights for Wash Substrate	Output : Rows	1		
21374	1824	False	04/18/2025 18:34:18.604	7258	[1]	WashDispensingTip	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Get Substrate Properties	Z Heights for Wash Substrate	Output : Number Of Wells	1		
21375	1824	False	04/18/2025 18:34:18.604	7258	[1]	WashDispensingTip	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Get Substrate Properties	Z Heights for Wash Substrate	Output : Row Spacing	0		
21376	1824	False	04/18/2025 18:34:18.604	7258	[1]	WashDispensingTip	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Get Substrate Properties	Z Heights for Wash Substrate	Output : Column Spacing	0		
21377	1824	False	04/18/2025 18:34:18.604	7258	[1]	WashDispensingTip	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Get Substrate Properties	Z Heights for Wash Substrate	Output : Z Dispense	0		
21378	1824	False	04/18/2025 18:34:18.604	7258	[1]	WashDispensingTip	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Get Substrate Properties	Z Heights for Wash Substrate	Output : Z Max	-45		
21379	1824	False	04/18/2025 18:34:18.604	7258	[1]	WashDispensingTip	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Get Substrate Properties	Z Heights for Wash Substrate	Output : Z Start	0		
21380	1824	False	04/18/2025 18:34:18.604	7258	[1]	WashDispensingTip	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Get Substrate Properties	Z Heights for Wash Substrate	Output : Z Travel	25		
21381	1825	False	04/18/2025 18:34:18.619	7258	[1]	WashDispensingTip	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Get Well Position	x, y, z for Wash Station Drain (Coord Sys = Deck)				
21382	1825	False	04/18/2025 18:34:18.619	7258	[1]	WashDispensingTip	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Get Well Position	x, y, z for Wash Station Drain (Coord Sys = Deck)	Input : Substrate	Wash		
21383	1825	False	04/18/2025 18:34:18.619	7258	[1]	WashDispensingTip	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Get Well Position	x, y, z for Wash Station Drain (Coord Sys = Deck)	Input : Position	Drain		
21384	1825	False	04/18/2025 18:34:18.619	7258	[1]	WashDispensingTip	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Get Well Position	x, y, z for Wash Station Drain (Coord Sys = Deck)	Input : Specify Well By	By Position		
21385	1825	False	04/18/2025 18:34:18.619	7258	[1]	WashDispensingTip	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Get Well Position	x, y, z for Wash Station Drain (Coord Sys = Deck)	Input : Well Row			
21386	1825	False	04/18/2025 18:34:18.619	7258	[1]	WashDispensingTip	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Get Well Position	x, y, z for Wash Station Drain (Coord Sys = Deck)	Input : Well Column			
21387	1825	False	04/18/2025 18:34:18.619	7258	[1]	WashDispensingTip	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Get Well Position	x, y, z for Wash Station Drain (Coord Sys = Deck)	Input : Well Position	1		
21388	1825	False	04/18/2025 18:34:18.619	7258	[1]	WashDispensingTip	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Get Well Position	x, y, z for Wash Station Drain (Coord Sys = Deck)	Input : @AppliedWells			
21389	1825	False	04/18/2025 18:34:18.619	7258	[1]	WashDispensingTip	Execute	ASMain,WashDispensingTip,MoveInactiveArmsHome	Get Well Position	x, y, z for Wash Station Drain (Coord Sys = Deck)	Input : @AllWells			
